instance,node_id,x,y,z
PART-1-1,1,-50.0,9.600000381469727,5.0
PART-1-1,2,-50.0,16.0,5.0
PART-1-1,3,-65.0,16.0,5.0
PART-1-1,4,-65.0,9.600000381469727,5.0
PART-1-1,5,-50.0,16.0,0.0
PART-1-1,6,-65.0,16.0,0.0
PART-1-1,7,-65.0,9.600000381469727,0.0
PART-1-1,8,-50.0,9.600000381469727,0.0
PART-1-1,9,-80.0,9.600000381469727,0.0
PART-1-1,10,-80.0,16.0,0.0
PART-1-1,11,-80.0,9.600000381469727,5.0
PART-1-1,12,-80.0,16.0,5.0
PART-1-1,13,5.0,-3.200000047683716,5.0
PART-1-1,14,5.0,3.200000047683716,5.0
PART-1-1,15,0.0,3.200000047683716,5.0
PART-1-1,16,0.0,-3.200000047683716,5.0
PART-1-1,17,5.0,3.200000047683716,0.0
PART-1-1,18,0.0,3.200000047683716,0.0
PART-1-1,19,0.0,-3.200000047683716,0.0
PART-1-1,20,5.0,-3.200000047683716,0.0
PART-1-1,21,-80.0,3.200000047683716,5.0
PART-1-1,22,-80.0,-3.200000047683716,5.0
PART-1-1,23,-80.0,3.200000047683716,0.0
PART-1-1,24,-80.0,-3.200000047683716,0.0
PART-1-1,25,80.0,-9.600000381469727,0.0
PART-1-1,26,80.0,-9.600000381469727,5.0
PART-1-1,27,80.0,-16.0,5.0
PART-1-1,28,80.0,-16.0,0.0
PART-1-1,29,-80.0,-9.600000381469727,5.0
PART-1-1,30,-80.0,-16.0,5.0
PART-1-1,31,-80.0,-16.0,0.0
PART-1-1,32,-80.0,-9.600000381469727,0.0
PART-1-1,33,80.0,-3.200000047683716,5.0
PART-1-1,34,80.0,-3.200000047683716,0.0
PART-1-1,35,80.0,3.200000047683716,0.0
PART-1-1,36,80.0,3.200000047683716,5.0
PART-1-1,37,80.0,9.600000381469727,5.0
PART-1-1,38,80.0,9.600000381469727,0.0
PART-1-1,39,80.0,16.0,0.0
PART-1-1,40,80.0,16.0,5.0
PART-1-1,41,-53.75,16.0,5.0
PART-1-1,42,-57.5,16.0,5.0
PART-1-1,43,-61.25,16.0,5.0
