instance,element_id,MISES,S11,S22,S33,S12,S13,S23
PART-1-1,205,148.156,-148.047,-0.162679,-0.493371,6.56191,0.0749079,-0.0474313
PART-1-1,206,148.156,-148.047,-0.162679,-0.493371,6.56191,-0.0749091,0.0474313
PART-1-1,207,145.224,-144.206,1.4278,0.516869,2.05685,-0.0559925,0.165384
PART-1-1,208,145.224,-144.206,1.4278,0.516869,2.05685,0.0559913,-0.165384
PART-1-1,209,144.023,-144.829,-1.72724,-0.154256,3.51425,0.0420858,-0.0797539
PART-1-1,210,144.023,-144.829,-1.72724,-0.154256,3.51425,-0.042087,0.0797539
PART-1-1,211,144.946,-143.981,1.39664,0.298635,3.32167,-0.0370581,0.00291588
PART-1-1,212,144.946,-143.981,1.39664,0.298635,3.32167,0.0370569,-0.00291587
PART-1-1,213,144.086,-144.596,-1.1184,-0.127436,3.25937,0.0304888,0.00643442
PART-1-1,214,144.086,-144.596,-1.1184,-0.127436,3.25937,-0.03049,-0.00643441
PART-1-1,215,145.033,-144.386,0.860767,0.271793,2.77703,-0.0236794,-0.013402
PART-1-1,216,145.033,-144.386,0.860767,0.271793,2.77703,0.0236781,0.013402
PART-1-1,217,144.112,-144.413,-0.706793,-0.103836,3.13966,0.0159609,-0.010918
PART-1-1,218,144.112,-144.413,-0.706793,-0.103836,3.13966,-0.0159622,0.010918
PART-1-1,219,144.986,-144.512,0.585214,0.236301,2.46931,-0.00976516,0.00734097
PART-1-1,220,144.986,-144.512,0.585214,0.236301,2.46931,0.00976384,-0.00734096
PART-1-1,221,144.153,-144.346,-0.490056,-0.066484,2.8424,0.00447188,-0.028565
PART-1-1,222,144.153,-144.346,-0.490056,-0.066484,2.8424,-0.00447322,0.028565
PART-1-1,223,144.945,-144.571,0.442825,0.198567,2.27307,-0.00140671,0.0197359
PART-1-1,224,144.945,-144.571,0.442825,0.198567,2.27307,0.00140534,-0.0197359
PART-1-1,225,144.187,-144.323,-0.36891,-0.0321661,2.48541,-0.000667249,-0.0366502
PART-1-1,226,144.187,-144.323,-0.36891,-0.0321661,2.48541,0.000665847,0.0366502
PART-1-1,227,144.918,-144.601,0.371598,0.170118,2.10417,0.00103888,0.0246833
PART-1-1,228,144.918,-144.601,0.371598,0.170118,2.10417,-0.00104032,-0.0246833
PART-1-1,229,144.205,-144.318,-0.308675,-0.0119142,2.11598,-0.00106188,-0.0394474
PART-1-1,230,144.205,-144.318,-0.308675,-0.0119142,2.11598,0.00106042,0.0394474
PART-1-1,231,144.909,-144.614,0.352396,0.159598,1.94072,0.000228191,0.0259223
PART-1-1,232,144.909,-144.614,0.352396,0.159598,1.94072,-0.000229683,-0.0259223
PART-1-1,233,144.205,-144.328,-0.298762,-0.0119548,1.74427,0.000203655,-0.0394224
PART-1-1,234,144.205,-144.328,-0.298762,-0.0119548,1.74427,-0.000205178,0.0394224
PART-1-1,235,144.918,-144.61,0.380368,0.170196,1.77756,-0.000627219,0.0246233
PART-1-1,236,144.918,-144.61,0.380368,0.170196,1.77756,0.000625667,-0.0246233
PART-1-1,237,144.187,-144.353,-0.339144,-0.0322735,1.37399,-9.49043e-05,-0.0365462
PART-1-1,238,144.187,-144.353,-0.339144,-0.0322735,1.37399,9.33227e-05,0.0365462
PART-1-1,239,144.945,-144.589,0.460397,0.198695,1.6096,0.00165819,0.0195561
PART-1-1,240,144.945,-144.589,0.460397,0.198695,1.6096,-0.0016598,-0.0195561
PART-1-1,241,144.153,-144.395,-0.440757,-0.0666202,1.01513,-0.0049883,-0.0282898
PART-1-1,242,144.153,-144.395,-0.440757,-0.0666202,1.01513,0.00498666,0.0282898
PART-1-1,243,144.986,-144.541,0.612696,0.236434,1.41513,0.00966276,0.00691823
PART-1-1,244,144.986,-144.541,0.612696,0.236434,1.41513,-0.00966443,-0.00691823
PART-1-1,245,144.111,-144.477,-0.640901,-0.103956,0.714818,-0.0160027,-0.0103265
PART-1-1,246,144.111,-144.477,-0.640901,-0.103956,0.714818,0.016001,0.0103265
PART-1-1,247,145.034,-144.432,0.904151,0.271898,1.11055,0.023059,-0.0142164
PART-1-1,248,145.034,-144.432,0.904151,0.271898,1.11055,-0.0230607,0.0142164
PART-1-1,249,144.084,-144.665,-1.04601,-0.127542,0.590183,-0.0301676,0.00746442
PART-1-1,250,144.084,-144.665,-1.04601,-0.127542,0.590183,0.0301659,-0.00746442
PART-1-1,251,144.95,-144.058,1.4702,0.298794,0.568165,0.0370672,0.00161984
PART-1-1,252,144.95,-144.058,1.4702,0.298794,0.568165,-0.0370689,-0.00161984
PART-1-1,253,144.016,-144.908,-1.64376,-0.154611,0.326908,-0.0443589,-0.0781699
PART-1-1,254,144.016,-144.908,-1.64376,-0.154611,0.326908,0.0443571,0.0781699
PART-1-1,255,145.234,-144.219,1.43819,0.517592,1.83626,0.0606607,0.163157
PART-1-1,256,145.234,-144.219,1.43819,0.517592,1.83626,-0.0606625,-0.163157
PART-1-1,257,148.143,-148.284,0.0741885,-0.494821,-2.58774,-0.0764451,-0.0445383
PART-1-1,258,148.143,-148.284,0.0741885,-0.494821,-2.58774,0.0764434,0.0445383
PART-1-1,259,142.619,-142.503,-3.50349,2.61458,6.61516,0.111633,0.122402
PART-1-1,260,142.619,-142.503,-3.50349,2.61458,6.61516,-0.111635,-0.122401
PART-1-1,261,133.816,-120.166,13.6852,-1.80657,-24.3328,-0.0376849,3.99564
PART-1-1,262,133.816,-120.166,13.6852,-1.80657,-24.3328,0.0376829,-3.99564
PART-1-1,263,83.4639,-53.7038,-10.792,0.911846,-38.4063,-0.0940889,-4.4887
PART-1-1,264,83.4639,-53.7038,-10.792,0.911846,-38.4063,0.0940861,4.4887
PART-1-1,331,77.5729,4.68511,-21.078,-4.96804,42.6648,-0.275373,-4.00955
PART-1-1,332,77.5729,4.68511,-21.078,-4.96804,42.6648,0.275371,4.00955
PART-1-1,333,54.6167,-5.89812,22.9808,3.17506,27.5894,-0.0900108,3.87973
PART-1-1,334,54.6167,-5.89812,22.9808,3.17506,27.5894,0.0900098,-3.87973
PART-1-1,335,26.9692,-27.4377,-7.61791,1.89102,-4.26609,0.277765,-0.516301
PART-1-1,336,26.9692,-27.4377,-7.61791,1.89102,-4.26609,-0.277766,0.516301
PART-1-1,337,35.6151,-33.4927,2.53544,0.800246,3.15439,-0.136805,0.031692
PART-1-1,338,35.6151,-33.4927,2.53544,0.800246,3.15439,0.136804,-0.031692
PART-1-1,339,31.3984,-31.6933,-0.166029,-0.484387,-0.777633,0.034465,0.051377
PART-1-1,340,31.3984,-31.6933,-0.166029,-0.484387,-0.777633,-0.0344659,-0.0513771
PART-1-1,341,30.0788,-29.8488,-0.40555,0.771924,0.765796,0.0234666,-0.0600909
PART-1-1,342,30.0788,-29.8488,-0.40555,0.771924,0.765796,-0.0234675,0.0600909
PART-1-1,343,31.3936,-31.3686,0.305266,-0.338893,0.873436,-0.0428199,-0.0676105
PART-1-1,344,31.3936,-31.3686,0.305266,-0.338893,0.873435,0.042819,0.0676105
PART-1-1,345,30.5892,-30.3234,0.024808,0.462624,0.633274,0.0396264,0.0247545
PART-1-1,346,30.5892,-30.3234,0.024808,0.462624,0.633274,-0.0396274,-0.0247545
PART-1-1,347,30.9196,-30.9469,-0.0504236,-0.0400276,0.600613,-0.0321036,-0.0866726
PART-1-1,348,30.9196,-30.9469,-0.0504237,-0.0400276,0.600613,0.0321026,0.0866726
