instance,element_id,MISES,S11,S22,S33,S12,S13,S23
PART-1-1,122,36.7922,36.7578,-0.0293007,-0.0224949,-0.457572,0.00533405,0.00386048
PART-1-1,123,10.76,10.8034,0.0521388,0.0381969,-0.111985,0.0012478,-0.00181204
PART-1-1,124,10.76,10.8034,0.0521388,0.0381969,-0.111985,-0.0012478,0.00181204
PART-1-1,125,15.3071,-15.3633,-0.0684148,-0.0501221,0.175409,0.00165144,-0.00294939
PART-1-1,126,15.3071,-15.3633,-0.0684148,-0.0501221,0.175409,-0.00165143,0.00294939
PART-1-1,127,36.8086,36.8421,0.055156,0.0242849,-0.391995,0.00934835,-0.00258244
PART-1-1,128,36.8086,36.8421,0.055156,0.0242849,-0.391995,-0.00934836,0.00258244
PART-1-1,129,10.8017,10.7556,-0.0668301,-0.0192879,-0.146613,-0.0014689,0.00704163
PART-1-1,130,10.8017,10.7556,-0.0668301,-0.0192879,-0.146613,0.0014689,-0.00704163
PART-1-1,131,15.3987,-15.3487,0.0750601,0.0180599,0.185647,-0.0046813,0.00093444
PART-1-1,132,15.3987,-15.3487,0.0750601,0.0180599,0.185647,0.0046813,-0.00093444
PART-1-1,133,36.7987,36.7445,-0.0357236,-0.0567507,-0.442651,-0.0151783,-0.00309192
PART-1-1,134,36.7987,36.7445,-0.0357236,-0.0567507,-0.442651,0.0151783,0.00309192
PART-1-1,135,10.7542,10.813,0.0729268,0.0467226,-0.0843169,0.0017026,-0.00298921
PART-1-1,136,10.7542,10.813,0.0729268,0.0467226,-0.0843169,-0.00170261,0.00298921
PART-1-1,137,15.2942,-15.3663,-0.111513,-0.0374244,0.153603,0.00931583,-0.00266021
PART-1-1,138,15.2942,-15.3663,-0.111513,-0.0374244,0.153603,-0.00931582,0.00266021
PART-1-1,139,36.8011,36.8552,0.0449927,0.0733293,-0.349905,0.0225917,-0.00230361
PART-1-1,140,36.8011,36.8552,0.0449927,0.0733293,-0.349905,-0.0225918,0.00230361
PART-1-1,141,10.8066,10.746,-0.0874206,-0.0260093,-0.16482,-0.00175808,0.00791035
PART-1-1,142,10.8066,10.746,-0.0874206,-0.0260093,-0.16482,0.00175808,-0.00791035
PART-1-1,143,15.4163,-15.3458,0.144083,-0.011265,0.188696,-0.015609,0.00117518
PART-1-1,144,15.4163,-15.3458,0.144083,-0.011265,0.188696,0.015609,-0.00117518
PART-1-1,145,36.8286,36.758,-0.00803427,-0.118208,-0.424601,-0.0315386,-0.0064752
PART-1-1,146,36.8286,36.758,-0.00803427,-0.118208,-0.424601,0.0315386,0.0064752
PART-1-1,147,10.7402,10.8068,0.0875738,0.0465093,-0.050811,0.00201347,-0.00229952
PART-1-1,148,10.7402,10.8068,0.0875738,0.0465093,-0.0508109,-0.00201347,0.00229952
PART-1-1,149,15.2706,-15.3656,-0.212172,0.0163104,0.125549,0.0228678,-0.00438658
PART-1-1,150,15.2706,-15.3656,-0.212172,0.0163104,0.125549,-0.0228678,0.00438658
PART-1-1,151,36.6854,36.7598,0.0164217,0.14063,-0.308546,0.0408625,0.00715435
PART-1-1,152,36.6854,36.7598,0.0164217,0.14063,-0.308546,-0.0408625,-0.00715435
PART-1-1,153,10.8841,10.8189,-0.11123,-0.0123967,-0.148112,-0.00268533,0.00385409
PART-1-1,154,10.8841,10.8189,-0.11123,-0.0123967,-0.148112,0.00268533,-0.00385409
PART-1-1,155,15.4539,-15.3684,0.255549,-0.0962234,0.167529,-0.0295954,0.00577602
PART-1-1,156,15.4539,-15.3684,0.255549,-0.0962234,0.167529,0.0295954,-0.00577602
PART-1-1,157,37.1727,37.0405,-0.0727502,-0.177633,-0.411507,-0.0490197,-0.0277043
PART-1-1,158,37.1727,37.0405,-0.0727502,-0.177633,-0.411507,0.0490197,0.0277043
PART-1-1,159,10.519,10.6106,0.179877,0.0132159,-0.167293,0.00457,0.00843356
PART-1-1,160,10.519,10.6106,0.179877,0.0132159,-0.167293,-0.00457,-0.00843356
PART-1-1,161,15.2689,-15.3109,-0.233685,0.134499,0.203778,0.0329137,-0.0137591
PART-1-1,162,15.2689,-15.3109,-0.233685,0.134499,0.203778,-0.0329137,0.0137591
PART-1-1,163,35.817,36.1753,0.528771,0.200473,-0.344823,0.0524309,0.0397931
PART-1-1,164,35.817,36.1753,0.528771,0.200473,-0.344823,-0.052431,-0.0397931
PART-1-1,165,11.2434,11.1228,-0.244836,0.0298998,0.281547,-0.00786262,-0.0117262
PART-1-1,166,11.2434,11.1228,-0.244836,0.0298998,0.281547,0.00786262,0.0117262
PART-1-1,167,15.3034,-15.4175,0.0040736,-0.235887,-0.0476805,-0.0290308,0.0192787
PART-1-1,168,15.3034,-15.4175,0.0040736,-0.235887,-0.0476805,0.0290308,-0.0192787
PART-1-1,169,38.9731,37.9623,-1.70072,-0.275704,-0.268465,-0.047229,-0.069038
PART-1-1,170,38.9731,37.9623,-1.70072,-0.275704,-0.268465,0.047229,0.069038
PART-1-1,171,9.93493,9.92052,0.324239,0.00160321,-1.06648,0.0124038,0.0224751
PART-1-1,172,9.93493,9.92052,0.324239,0.00160321,-1.06648,-0.0124038,-0.0224751
PART-1-1,173,15.6075,-15.1032,0.655971,0.260222,0.663368,0.0139426,-0.0264589
PART-1-1,174,15.6075,-15.1032,0.655971,0.260222,0.663368,-0.0139426,0.0264589
PART-1-1,175,33.6148,35.3623,3.11297,0.539792,0.329691,0.0257441,0.043024
PART-1-1,176,33.6148,35.3623,3.11297,0.539792,0.329691,-0.0257441,-0.043024
PART-1-1,177,14.1176,12.7009,-2.03055,-0.127133,1.49537,-0.0118426,0.0178425
PART-1-1,178,14.1176,12.7009,-2.03055,-0.127133,1.49537,0.0118426,-0.0178425
PART-1-1,179,15.0976,-16.2097,-2.72911,-0.264901,-1.51857,0.0104801,0.00707836
PART-1-1,180,15.0976,-16.2097,-2.72911,-0.264901,-1.51857,-0.0104801,-0.00707836
PART-1-1,181,40.2422,36.8872,-5.32523,-1.03437,-0.293144,0.0185843,-0.00856128
PART-1-1,182,40.2422,36.8872,-5.32523,-1.03437,-0.293144,-0.0185843,0.00856128
PART-1-1,183,11.3306,12.3954,4.32497,0.45506,-2.38201,-0.00597008,-0.0826162
PART-1-1,184,11.3306,12.3954,4.32497,0.45506,-2.38201,0.00597008,0.0826162
PART-1-1,185,20.1293,-16.3673,5.77798,0.0999263,1.66043,-0.0292981,0.0349649
PART-1-1,186,20.1293,-16.3673,5.77798,0.0999263,1.66043,0.0292981,-0.0349649
PART-1-1,187,37.6408,42.2871,16.2088,2.34812,-7.80494,-0.0823442,-0.363854
PART-1-1,188,37.6408,42.2871,16.2088,2.34812,-7.80494,0.0823442,0.363854
PART-1-1,189,11.0413,-1.35654,8.53166,-1.06905,2.9687,0.033652,0.387969
PART-1-1,190,11.0413,-1.35654,8.53166,-1.06905,2.9687,-0.033652,-0.387969
PART-1-1,191,12.8067,-9.10563,-2.05556,0.116282,5.60347,0.0286173,-0.163135
PART-1-1,192,12.8067,-9.10563,-2.05556,0.116282,5.60347,-0.0286173,0.163134
PART-1-1,193,31.5777,20.6902,-12.5139,-2.0076,-6.65259,0.0594779,0.330477
PART-1-1,194,31.5777,20.6902,-12.5139,-2.0076,-6.65259,-0.0594779,-0.330477
PART-1-1,195,17.5489,-5.24039,-11.1817,0.928736,8.11433,-0.00967018,-0.377159
PART-1-1,196,17.5489,-5.24039,-11.1817,0.928736,8.11433,0.00967018,0.377159
PART-1-1,197,3.23368,-1.56787,-1.69333,-0.178981,1.65923,-0.0247948,0.159957
PART-1-1,198,3.23368,-1.56787,-1.69333,-0.178981,1.65923,0.0247948,-0.159957
PART-1-1,199,106.292,-99.102,-1.26891,10.5445,11.9258,0.0187653,-1.26106
PART-1-1,200,106.292,-99.102,-1.26891,10.5445,11.9258,-0.0187654,1.26106
PART-1-1,201,217.208,-221.017,1.29049,-9.91527,6.32279,-0.0176612,1.20277
PART-1-1,202,217.208,-221.017,1.29049,-9.91527,6.32279,0.0176612,-1.20277
PART-1-1,203,219.363,-219.112,-1.01779,1.45683,1.73748,0.0308842,-0.201472
PART-1-1,204,219.363,-219.112,-1.01779,1.45683,1.73748,-0.0308841,0.201472
PART-1-1,205,214.351,-213.906,0.525811,-0.118426,5.85871,-0.0220801,0.0486414
PART-1-1,206,214.351,-213.906,0.525811,-0.118426,5.85871,0.0220801,-0.0486414
PART-1-1,207,219.007,-219.658,-0.412365,-0.985316,2.61054,-0.00237485,0.0841794
PART-1-1,208,219.007,-219.658,-0.412365,-0.985316,2.61054,0.00237489,-0.0841794
PART-1-1,209,214.563,-213.917,0.130708,0.865502,4.5856,0.0196226,-0.0736197
PART-1-1,210,214.563,-213.917,0.130708,0.865502,4.5856,-0.0196225,0.0736197
PART-1-1,211,216.808,-217.133,-0.168558,-0.631605,3.26881,-0.0317574,0.0531361
PART-1-1,212,216.808,-217.133,-0.168558,-0.631605,3.26881,0.0317574,-0.0531361
PART-1-1,213,216.12,-215.8,-0.00414016,0.420654,4.00183,0.0364596,-0.0354102
PART-1-1,214,216.12,-215.8,-0.00414016,0.420654,4.00183,-0.0364596,0.0354102
PART-1-1,215,216.29,-216.365,-0.0659456,-0.231768,3.27573,-0.0361475,0.0212203
PART-1-1,216,216.29,-216.365,-0.0659456,-0.231768,3.27573,0.0361475,-0.0212203
PART-1-1,217,216.169,-216.02,-0.0770231,0.179195,3.74559,0.0323391,-0.0215727
PART-1-1,218,216.169,-216.02,-0.0770231,0.179195,3.74559,-0.0323391,0.0215727
PART-1-1,219,216.389,-216.356,0.00726346,-0.0793976,3.17537,-0.0272362,0.0161511
PART-1-1,220,216.389,-216.356,0.00726346,-0.0793976,3.17537,0.0272362,-0.0161511
PART-1-1,221,216.053,-215.989,-0.129927,0.0869648,3.50553,0.021592,-0.021422
PART-1-1,222,216.053,-215.989,-0.129927,0.0869648,3.50553,-0.021592,0.021422
PART-1-1,223,216.472,-216.384,0.0604227,-0.0171172,3.08411,-0.0163812,0.0172813
PART-1-1,224,216.472,-216.384,0.0604227,-0.0171172,3.08411,0.0163813,-0.0172813
PART-1-1,225,216.009,-215.994,-0.162297,0.0434613,3.25715,0.011522,-0.0226664
PART-1-1,226,216.009,-215.994,-0.162297,0.0434613,3.25715,-0.011522,0.0226664
PART-1-1,227,216.489,-216.374,0.0923706,0.0137574,2.99379,-0.00734942,0.0181385
PART-1-1,228,216.489,-216.374,0.0923706,0.0137574,2.99379,0.00734946,-0.0181385
PART-1-1,229,216.004,-216.017,-0.174764,0.0234123,3.01292,0.00343516,-0.0231426
PART-1-1,230,216.004,-216.017,-0.174764,0.0234123,3.01292,-0.00343512,0.0231426
PART-1-1,231,216.49,-216.367,0.105034,0.0239274,2.89813,0.000111768,0.0182848
PART-1-1,232,216.49,-216.367,0.105034,0.0239274,2.89813,-0.00011173,-0.0182848
PART-1-1,233,216.004,-216.024,-0.169344,0.0228191,2.77214,-0.00379705,-0.0230072
PART-1-1,234,216.004,-216.024,-0.169344,0.0228191,2.77214,0.00379708,0.0230072
PART-1-1,235,216.49,-216.378,0.0995669,0.0149578,2.80226,0.00756105,0.0178609
PART-1-1,236,216.49,-216.378,0.0995669,0.0149578,2.80226,-0.00756101,-0.0178609
PART-1-1,237,216.008,-216.016,-0.145881,0.0416328,2.5284,-0.0118609,-0.0222346
PART-1-1,238,216.008,-216.016,-0.145881,0.0416328,2.5284,0.0118609,0.0222346
PART-1-1,239,216.473,-216.392,0.0745896,-0.0146243,2.71078,0.0165615,0.0166778
PART-1-1,240,216.473,-216.392,0.0745896,-0.0146243,2.71078,-0.0165615,-0.0166778
PART-1-1,241,216.052,-216.025,-0.102395,0.0837794,2.28197,-0.0218972,-0.0206309
PART-1-1,242,216.052,-216.025,-0.102395,0.0837794,2.28197,0.0218972,0.0206309
PART-1-1,243,216.391,-216.367,0.0286143,-0.0754865,2.61621,0.0274014,0.01516
PART-1-1,244,216.391,-216.367,0.0286143,-0.0754865,2.61621,-0.0274014,-0.01516
PART-1-1,245,216.167,-216.07,-0.0390501,0.174567,2.04594,-0.0326876,-0.0203898
PART-1-1,246,216.167,-216.07,-0.0390501,0.174567,2.04594,0.0326876,0.0203898
PART-1-1,247,216.292,-216.38,-0.0366424,-0.22646,2.5124,0.03652,0.019881
PART-1-1,248,216.292,-216.38,-0.0366424,-0.22646,2.5124,-0.0365199,-0.019881
PART-1-1,249,216.117,-215.865,0.0448563,0.414815,1.78802,-0.0372892,-0.0340096
PART-1-1,250,216.117,-215.865,0.0448563,0.414815,1.78802,0.0372892,0.0340096
PART-1-1,251,216.812,-217.148,-0.136896,-0.625436,2.53502,0.0331389,0.0518164
PART-1-1,252,216.812,-217.148,-0.136896,-0.625436,2.53502,-0.0331388,-0.0518164
PART-1-1,253,214.556,-214.011,0.20851,0.859381,1.15985,-0.0216795,-0.0726025
PART-1-1,254,214.556,-214.011,0.20851,0.859381,1.15985,0.0216796,0.0726025
PART-1-1,255,219.018,-219.641,-0.413587,-0.979475,3.25245,0.00484579,0.0836092
PART-1-1,256,219.018,-219.641,-0.413587,-0.979475,3.25245,-0.00484575,-0.0836092
PART-1-1,257,214.335,-214.061,0.668085,-0.12306,-0.10179,0.0229793,0.0484325
PART-1-1,258,214.335,-214.061,0.668085,-0.12306,-0.10179,-0.0229793,-0.0484324
